h_family	h_genus	h_species	i_family	i_tribe	i_genus	i_species	h_family_id	h_genus_id	h_species_id	i_family_id	i_tribe_id	i_genus_id	i_species_id
Euphorbiaceae	Mallotus	japonicus	Miridae	Halticini	Coridromius	chinensis	208	3955	3960	6296	6288	5822	851
Casuarinaceae	Allocasuarina	campestris	Miridae	Austromirini	Gn_ms_Austrobucculus	sp_ms_schuhi	142	1502	9240	6296	25821	25903	25906
Scrophulariaceae	Eremophila	scoparia	Miridae	Austromirini	Gn_ms_Austrobucculus	sp	3	1619	9341	6296	25821	25903	25908
Proteaceae	Conospermum	stoechadis	Miridae	Orthotylini	Austromiris	sp_ms_conospermumae	362	1577	2599	6296	6291	5754	84950
Anacardiaceae	Pentaspadon	motleyi	Miridae	Halticini	Coridromius	chinensis	85	3961	3962	6296	6288	5822	851
Fabaceae	Acacia	ligulata	Miridae	Orthotylini	Austromiris	sp_ms_nooltana	211	396	2307	6296	6291	5754	84963
Scrophulariaceae	Myoporum	insulare	Miridae	Orthotylini	Austromiris	sp_ms_virescens	3	1730	2247	6296	6291	5754	84969
Scrophulariaceae	Myoporum	adscendens	Miridae	Orthotylini	Austromiris	sp_ms_virescens	3	1730	3963	6296	6291	5754	84969
Goodeniaceae	Scaevola	nitida	Miridae	Orthotylini	Austromiris	sp_s001	225	1793	2377	6296	6291	5754	84972
Fabaceae	Acacia	mearnsii	Miridae	Orthotylini	Austromiris	sp_s002	211	396	2340	6296	6291	5754	84973
Papilionaceae	Viminaria	juncea	Miridae	Orthotylini	Austromiris	sp_s003	1486	1837	9530	6296	6291	5754	84974
Santalaceae	Leptomeria	preissiana	Miridae	Orthotylini	Austromiris	sp_s004	384	1695	8936	6296	6291	5754	84975
Santalaceae	Leptomeria	preissiana	Miridae	Orthotylini	Austromiris	sp_s003	384	1695	8936	6296	6291	5754	84974
Proteaceae	Conospermum	stoechadis	Miridae	Orthotylini	Austromiris	sp_s005	362	1577	2599	6296	6291	5754	84976
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Austromiris	sp_s005	313	1766	2459	6296	6291	5754	84976
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Austromiris	sp_s006	313	1766	2459	6296	6291	5754	84981
Myrtaceae	Phymatocarpus	porphyrocephalus	Miridae	Orthotylini	Austromiris	sp_s007	313	1766	2459	6296	6291	5754	84980
Scrophulariaceae	Eremophila	scoparia	Miridae	Orthotylini	Austromiris	sp_s008	3	1619	9341	6296	6291	5754	84982
Scrophulariaceae	Eremophila	scoparia	Miridae	Orthotylini	Austromiris	sp_s009	3	1619	9341	6296	6291	5754	84983
Fabaceae	Acacia	mearnsii	Miridae	Orthotylini	Austromiris	sp_s010	211	396	2340	6296	6291	5754	84984
Sapindaceae	Dodonaea	viscosa	Miridae	Orthotylini	Austromiris	sp_s011	385	1603	8775	6296	6291	5754	84985
Goodeniaceae	Goodenia	quasilibera	Miridae	Orthotylini	Austromiris	sp_s011	225	1647	2484	6296	6291	5754	84985
Scrophulariaceae	Eremophila	alternifolia	Miridae	Orthotylini	Austromiris	sp_s012	3	1619	8573	6296	6291	5754	84986
Scrophulariaceae	Myoporum	insulare	Miridae	Orthotylini	Austromiris	sp_s013	3	1730	2247	6296	6291	5754	84987
Fabaceae	Acacia	decurrens	Miridae	Orthotylini	Austromiris	sp_s014	211	396	3543	6296	6291	5754	84989
Fabaceae	Acacia	rivalis	Miridae	Orthotylini	Austromiris	sp_s015	211	396	2505	6296	6291	5754	84990
Casuarinaceae	Casuarina	pauper	Miridae	Austromirini	Lattinova	jacki	142	1563	2417	6296	25821	35149	35150
Scrophulariaceae	Eremophila	caperata	Miridae	Orthotylini	Austromiris	sp_s018	3	1619	1977	6296	6291	5754	84993
Scrophulariaceae	Eremophila	caperata	Miridae	Orthotylini	Austromiris	sp_s019	3	1619	1977	6296	6291	5754	84994
Casuarinaceae	Casuarina	pauper	Miridae	Orthotylini	Austromiris	sp_s020	142	1563	2417	6296	6291	5754	84995
Scrophulariaceae	Eremophila	mitchellii	Miridae	Orthotylini	Austromiris	sp_s020	3	1619	8916	6296	6291	5754	84995
Scrophulariaceae	Eremophila	caperata	Miridae	Orthotylini	Austromiris	sp_s022	3	1619	1977	6296	6291	5754	84997
Fabaceae	Acacia	decurrens	Miridae	Orthotylini	Austromiris	sp_s024	211	396	3543	6296	6291	5754	84999
Casuarinaceae	Allocasuarina	mackliniana	Miridae	Austromirini	Metopocoris	joannae	142	1502	2329	6296	25821	35120	35122
Fabaceae	Lupinus	adsurgens	Miridae	Orthotylini	Hadronema	incognitum	211	527	1863	6296	6291	5912	6762
Papilionaceae	Viminaria	juncea	Miridae	Orthotylini	Austromiris	sp_s028	1486	1837	9530	6296	6291	5754	85003
Myrtaceae	Melaleuca	uncinata	Miridae	Orthotylini	Austromiris	sp_s032	313	1717	2654	6296	6291	5754	85008
Casuarinaceae	Casuarina	pauper	Miridae	Orthotylini	Austromiris	sp_s033	142	1563	2417	6296	6291	5754	85009
Proteaceae	Conospermum	triplinervium	Miridae	Orthotylini	Austromiris	sp_s034	362	1577	2645	6296	6291	5754	85010
Scrophulariaceae	Myoporum	insulare	Miridae	Orthotylini	Austromiris	sp_s042	3	1730	2247	6296	6291	5754	85018
Boraginaceae	Heliotropium	stenophyllum	Miridae	Orthotylini	Orthotylus	tafoensis	113	501	3968	6296	6291	6088	2105
Sarcobataceae	Sarcobatus	vermiculatus	Miridae	Orthotylini	Aoplonema	princeps	7960	587	960	6296	6291	5734	614
Proteaceae	Hakea	leucoptera	Miridae	Halticini	Coridromius	chenopoderis	362	1652	2301	6296	6288	5822	7093
Loranthaceae	Amyema	quandang	Miridae	Halticini	Coridromius	chenopoderis	280	1506	2483	6296	6288	5822	7093
Chenopodiaceae	Rhagodia	baccata	Miridae	Halticini	Coridromius	chenopoderis	149	1786	1928	6296	6288	5822	7093
Chenopodiaceae	Maireana	oppositifolia	Miridae	Halticini	Coridromius	chenopoderis	149	1711	8810	6296	6288	5822	7093
Nitrariaceae	Nitraria	billardierei	Miridae	Halticini	Coridromius	chenopoderis	1485	1737	1939	6296	6288	5822	7093
Chenopodiaceae	Rhagodia	parabolica	Miridae	Halticini	Coridromius	chenopoderis	149	1786	3976	6296	6288	5822	7093
Amaranthaceae	Chenopodium	auricomum	Miridae	Halticini	Coridromius	chenopoderis	83	449	1922	6296	6288	5822	7093
Amaranthaceae	Suaeda	australis	Miridae	Halticini	Coridromius	chenopoderis	83	600	8832	6296	6288	5822	7093
Chenopodiaceae	Rhagodia	preissii	Miridae	Halticini	Coridromius	chenopoderis	149	1786	8937	6296	6288	5822	7093
Polygonaceae	Muehlenbeckia	florulenta	Miridae	Halticini	Coridromius	chenopoderis	356	1728	2152	6296	6288	5822	7093
Lamiaceae	Teucrium	racemosum	Miridae	Halticini	Coridromius	chenopoderis	264	1821	2486	6296	6288	5822	7093
Amaranthaceae	Salsola	kali	Miridae	Halticini	Coridromius	chenopoderis	83	584	3846	6296	6288	5822	7093
Amaranthaceae	Chenopodium	murale	Miridae	Halticini	Coridromius	chenopoderis	83	449	2368	6296	6288	5822	7093
Fabaceae	Acacia	oswaldii	Miridae	Halticini	Coridromius	chenopoderis	211	396	2398	6296	6288	5822	7093
Amaranthaceae	Einadia	nutans	Miridae	Halticini	Coridromius	chenopoderis	83	17669	17670	6296	6288	5822	7093
Chenopodiaceae	Rhagodia	spinescens	Miridae	Halticini	Coridromius	chenopoderis	149	1786	8744	6296	6288	5822	7093
Proteaceae	Banksia	domestica	Miridae	Orthotylini	Zanessa	sp_ms_milo	362	1529	8795	6296	6291	6281	84919
Myrtaceae	Eucalyptus	populifolia	Miridae	Orthotylini	Zanessa	sp_ms_minor	313	1624	8720	6296	6291	6281	84920
Myrtaceae	Eucalyptus	coccifera	Miridae	Orthotylini	Zanessa	pictulifer	313	1624	3977	6296	6291	6281	2708
Myrtaceae	Eucalyptus	pauciflora	Miridae	Orthotylini	Zanessa	pictulifer	313	1624	8932	6296	6291	6281	2708
Ericaceae	Monotoca	elliptica	Miridae	Halticini	Coridromius	monotocopsis	203	1726	8801	6296	6288	5822	7092
Asteraceae	Chrysanthemoides	monilifera	Miridae	Halticini	Coridromius	monotocopsis	98	1570	2360	6296	6288	5822	7092
Myrtaceae	Eucalyptus	stellulata	Miridae	Orthotylini	Zanessa	sp_nigra	313	1624	3978	6296	6291	6281	84928
Myrtaceae	Eucalyptus	pauciflora	Miridae	Orthotylini	Zanessa	sp_nigra	313	1624	8932	6296	6291	6281	84928
Fabaceae	Acacia	longifolia	Miridae	Halticini	Coridromius	monotocopsis	211	396	9714	6296	6288	5822	7092
Asteraceae	Thymophylla	acerosa	Miridae	Orthotylini	Aoplonemella	festiva	98	3980	8817	6296	6291	25997	25998
Asteraceae	Gutierrezia	sarothrae	Miridae	Orthotylini	Aoplonemella	festiva	98	493	902	6296	6291	25997	25998
Myrtaceae	Eucalyptus	melliodoradelete	Miridae	Austromirini	Porphyrodema	rhinoceros	313	1624	2345	6296	25821	26001	26002
Santalaceae	Santalum	acuminatum	Miridae	Halticini	Coridromius	pilbarensis	384	1792	1859	6296	6288	5822	7094
Myrtaceae	Melaleuca	uncinata	Miridae	Halticini	Coridromius	pilbarensis	313	1717	2654	6296	6288	5822	7094
Sapindaceae	Dodonaea	viscosa	Miridae	Halticini	Coridromius	pilbarensis	385	1603	8775	6296	6288	5822	7094
Myrtaceae	Melaleuca	hamulosa	Miridae	Halticini	Coridromius	pilbarensis	313	1717	2205	6296	6288	5822	7094
Myrtaceae	Melaleuca	sheathiana	Miridae	Halticini	Coridromius	pilbarensis	313	1717	2557	6296	6288	5822	7094
Fabaceae	Gastrolobium	spinosum	Miridae	Halticini	Coridromius	pilbarensis	211	1641	2584	6296	6288	5822	7094
Goodeniaceae	Scaevola	crassifolia	Miridae	Halticini	Coridromius	pilbarensis	225	1793	9484	6296	6288	5822	7094
Santalaceae	Santalum	lanceolatum	Miridae	Halticini	Coridromius	pilbarensis	384	1792	2276	6296	6288	5822	7094
Amaranthaceae	Atriplex	amnicola	Miridae	Halticini	Coridromius	chenopoderis	83	424	1883	6296	6288	5822	7093
Myrtaceae	Melaleuca	uncinata	Miridae	Halticini	Coridromius	chenopoderis	313	1717	2654	6296	6288	5822	7093
Myrtaceae	Scholtzia	capitata	Miridae	Halticini	Coridromius	chenopoderis	313	1796	1979	6296	6288	5822	7093
Lamiaceae	Dicrastylis	fulva	Miridae	Halticini	Coridromius	chenopoderis	264	1594	2166	6296	6288	5822	7093
Myrtaceae	Agonis	parviceps	Miridae	Halticini	Coridromius	chenopoderis	313	1500	2412	6296	6288	5822	7093
Thymelaeaceae	Pimelea	ferruginea	Miridae	Halticini	Coridromius	chenopoderis	32	1769	2139	6296	6288	5822	7093
Myrtaceae	Agonis	linearifolia	Miridae	Halticini	Coridromius	pilbarensis	313	1500	2310	6296	6288	5822	7094
Fabaceae	Acacia	aneura	Miridae	Austromirini	Gn_ms_Rankiniella	sp_ms_acaciae	211	396	1888	6296	25821	26012	26014
Scrophulariaceae	Eremophila	ionantha	Miridae	Halticini	Coridromius	chenopoderis	3	1619	2255	6296	6288	5822	7093
Myrtaceae	Scholtzia	drummondii	Miridae	Halticini	Coridromius	chenopoderis	313	1796	2096	6296	6288	5822	7093
Casuarinaceae	Allocasuarina	humilis	Miridae	Halticini	Coridromius	chenopoderis	142	1502	9239	6296	6288	5822	7093
Myrtaceae	Eucalyptus	gamophylla	Miridae	Austromirini	Gn_ms_Opera	sp	313	1624	2171	6296	25821	26021	26026
Amaranthaceae	Atriplex	bunburyana	Miridae	Halticini	Coridromius	pilbarensis	83	424	1959	6296	6288	5822	7094
Epacridaceae	Brachyloma	daphnoides	Miridae	Halticini	Coridromius	monotocopsis	201	1545	2066	6296	6288	5822	7092
Myrtaceae	Eucalyptus	triodia	Miridae	Austromirini	Gn_ms_Rankiniella	sp_ms_gibsoni	313	1624	3986	6296	25821	26012	26036
Asteraceae	Olearia	muelleri	Miridae	Halticini	Coridromius	chenopoderis	98	1744	8919	6296	6288	5822	7093
